time,open,high,low,close,tick_volume
2023-09-28 04:00:00,1.05147,1.05158,1.05092,1.05101,2842
2023-09-28 05:00:00,1.05101,1.05113,1.04984,1.04992,1945
2023-09-28 06:00:00,1.04992,1.05051,1.04987,1.05037,1681
2023-09-28 07:00:00,1.05037,1.05056,1.04966,1.05037,1675
2023-09-28 08:00:00,1.05037,1.05092,1.04956,1.05086,3020
2023-09-28 09:00:00,1.05085,1.05087,1.04906,1.04947,4806
2023-09-28 10:00:00,1.04948,1.05185,1.04939,1.05081,7649
2023-09-28 11:00:00,1.05081,1.05239,1.05044,1.05163,7240
2023-09-28 12:00:00,1.05165,1.05411,1.05149,1.0539,6832
2023-09-28 13:00:00,1.0539,1.05416,1.05314,1.05394,4205
2023-09-28 14:00:00,1.05393,1.05479,1.05369,1.05408,4440
2023-09-28 15:00:00,1.05407,1.05569,1.05175,1.05178,16593
2023-09-28 16:00:00,1.05178,1.05544,1.05174,1.05491,16924
2023-09-28 17:00:00,1.05491,1.05673,1.05452,1.05624,12023
2023-09-28 18:00:00,1.05624,1.05785,1.05577,1.05758,7863
2023-09-28 19:00:00,1.05759,1.0578,1.05558,1.05575,5360
2023-09-28 20:00:00,1.05575,1.05637,1.05497,1.05504,5452
2023-09-28 21:00:00,1.05504,1.05641,1.05494,1.05545,3688
2023-09-28 22:00:00,1.05545,1.0564,1.05521,1.05633,3347
2023-09-28 23:00:00,1.05633,1.05668,1.05623,1.05643,1512
2023-09-29 00:00:00,1.05623,1.05651,1.05609,1.05632,1278
2023-09-29 01:00:00,1.05628,1.05671,1.05622,1.05646,1063
2023-09-29 02:00:00,1.05646,1.05648,1.05615,1.05618,1322
